coverage_dso_condition_count,coverage_direction_count_per_condition,coverage_raw_sample_count,overall_coverage_percent,overall_undercoverage_percent,overall_overcoverage_percent,selected_dso_condition_count,scenario_count,successful_scenario_count,pinn_disaggregation_optimization_success_count,pinn_disaggregation_feasible_count,cost_order_success_count,all_50_coverage_min_percent,all_50_coverage_max_percent,all_50_undercoverage_min_percent,all_50_undercoverage_max_percent,all_50_overcoverage_max_percent,selected_5_coverage_min_percent,selected_5_coverage_max_percent,selected_5_undercoverage_min_percent,selected_5_undercoverage_max_percent,selected_5_overcoverage_max_percent,base_median_solve_time_s,pinn_median_solve_time_s,true_median_solve_time_s,true_to_pinn_median_solver_speedup,relative_cost_gap_min_percent,relative_cost_gap_max_percent,value_retention_min_percent,value_retention_max_percent,pg_l1_min_mw,pg_l1_max_mw,base_max_tso_branch_utilization_percent,pinn_max_tso_branch_utilization_percent,true_max_tso_branch_utilization_percent,tso_ge99_utilization_scenario_count,representative_multistart_optimization_success_count,representative_multistart_feasible_count,representative_multistart_total_count,representative_multistart_group_count,representative_multistart_max_cost_range
50,100,5000,88.67303869039556,11.32696130960446,0.0,5,25,25,25,25,25,86.37595587925196,91.38122155598005,8.618778444019961,13.624044120748058,0.0,86.79891129115522,90.13210624061311,9.867893759386877,13.201088708844766,0.0,0.06505699991248548,0.07779329991899431,0.2934020000975579,3.7715587383884683,0.012472566287417566,0.026336324842326574,91.52602756358549,94.49567346626283,0.05780855179298161,0.08330371614905446,98.62419432283943,98.69880531678635,98.70515482871456,0,45,45,45,9,7.125090633053333e-07
