case,current_limit_definition,current_margin,test_conditions,directions_per_condition,baseline_nominal_true_area,thermal_nominal_true_area,nominal_area_reduction_percent,baseline_feas_mean,thermal_feas_mean,baseline_opt_mean,thermal_opt_mean,baseline_coverage_mean,thermal_coverage_mean,thermal_any_ge99_direction_rate,thermal_ge99_line_ratio_mean,thermal_ge99_line_ratio_median,thermal_ge99_line_ratio_p95,thermal_true_support_success_rate,thermal_feasibility_success_rate,thermal_optimality_success_rate,limit_interpretation
case33bw_ds,Imax=1.20*I_nominal_PYPOWER,1.2,10,100,0.027020924015423553,0.025602722295018587,5.248531543908179,1.873129572498536e-11,1.4402718287292437e-11,0.00014036034902558048,0.00015772391567679914,0.863981691446422,0.8529681532161333,0.53,0.0946875,0.03125,0.3125,1.0,1.0,1.0,deliberately_tight_congestion_stress_test_not_actual_ampacity
