n_dso,profile,ts_load_factor,dso_position,pcc_index_zero_based,pcc_bus_number,condition,coverage_percent,undercoverage_percent,overcoverage_percent,pinn_p_pu_dsbase,pinn_q_pu_dsbase,true_p_pu_dsbase,true_q_pu_dsbase,pinn_true_interface_distance_pu,disaggregation_squared_error,disaggregation_feasible,disaggregation_optimization_success,disaggregation_termination,disaggregation_solve_time_s
10,target_P70,1.05,7,78,79,P70,89.28451439818815,10.715485601811848,0.0,0.44637234131955156,0.30232383248304173,0.4518555361206692,0.31327491795206475,0.012247109788715481,7.892683256867744e-12,True,True,optimal,0.3392586999998457
10,target_P70,1.05,8,87,88,P70,89.28451439818815,10.715485601811848,0.0,0.3312661948578481,0.3019458586180771,0.3008019840619266,0.3069085276222421,0.030865777538614494,1.0651064633862657e-11,True,True,optimal,0.390165899999829
10,target_P70,1.05,9,74,75,P50,88.85079429437992,11.149205705620068,0.0,0.3048371992026753,0.1754761373055379,0.30327345012235307,0.16712907697414509,0.008492274569402491,3.256603965948484e-11,True,True,optimal,0.30731509999986883
10,target_P70,1.05,10,105,106,P90,90.13210624061311,9.867893759386877,0.0,0.31087942182197276,0.1770392152490243,0.3040480285611874,0.19512503987733182,0.01933300251821735,3.421416750485013e-11,True,True,optimal,0.307639200000267
10,target_P90,0.9,1,59,60,P90,90.13210624061311,9.867893759386877,0.0,0.31087941912423156,0.17703911360724425,0.3039207358322751,0.18005005908816715,0.007582154433064808,3.4214757370690235e-11,True,True,optimal,0.30488199999990684
10,target_P90,0.9,2,77,78,P90,90.13210624061311,9.867893759386877,0.0,0.3108794192009876,0.17703911717249815,0.30396833782656013,0.1899940574361656,0.014683103316368455,3.4214736847442076e-11,True,True,optimal,0.320581299999958
10,target_P90,0.9,3,10,11,P90,90.13210624061311,9.867893759386877,0.0,0.31087941910865785,0.17703911321826366,0.3039207270853342,0.18004432921425406,0.007579889039954675,3.421475967755108e-11,True,True,optimal,0.30548449999969307
10,target_P90,0.9,4,81,82,P70,89.28451439818815,10.715485601811848,0.0,0.2886826745250895,0.1818871754984199,0.2807023809619192,0.18185937138255584,0.00798034199913992,1.996021989807118e-11,True,True,optimal,0.38417919999983496
10,target_P90,0.9,5,44,45,P90,90.13210624061311,9.867893759386877,0.0,0.3108794192660845,0.17703912008679346,0.3039687975555628,0.1900395405606079,0.014723030425897642,3.421472004883433e-11,True,True,optimal,0.3107089999998607
10,target_P90,0.9,6,94,95,P90,90.13210624061311,9.867893759386877,0.0,0.31087941901400923,0.17703910690334673,0.3039753666219348,0.17874630723482338,0.00711199496655492,3.421479564227436e-11,True,True,optimal,0.3031292000000576
10,target_P90,0.9,7,78,79,P90,90.13210624061311,9.867893759386877,0.0,0.3128789078987059,0.26157283612402205,0.30528738801123995,0.23647245374023187,0.026223279162116156,1.9586493749087084e-11,True,True,optimal,0.30392510000001494
10,target_P90,0.9,8,87,88,P90,90.13210624061311,9.867893759386877,0.0,0.31287890769082877,0.2615728290300845,0.30473113570556765,0.224622603768461,0.037837882277005484,1.9586491012820832e-11,True,True,optimal,0.29785609999998996
10,target_P90,0.9,9,74,75,P70,89.28451439818815,10.715485601811848,0.0,0.28868267452564034,0.18188717685965047,0.28069314538532697,0.18211177490939054,0.007992685416545773,1.9960216558323523e-11,True,True,optimal,0.3749172000002545
10,target_P90,0.9,10,105,106,P90,90.13210624061311,9.867893759386877,0.0,0.31087941942961145,0.17703912707370562,0.3040056728132259,0.19288440566317944,0.01727197863952794,3.421467970595137e-11,True,True,optimal,0.3327788999999939
10,target_P90,1.0,1,59,60,P90,90.13210624061311,9.867893759386877,0.0,0.3108794197882979,0.17703912748178566,0.3039207484527094,0.18005691835405824,0.007584864435539579,3.4214674079390424e-11,True,True,optimal,0.29628939999975046
10,target_P90,1.0,2,77,78,P90,90.13210624061311,9.867893759386877,0.0,0.3128789240970198,0.2615729256353457,0.30978325698235176,0.28839852793917464,0.027003631123388404,1.9586422364713076e-11,True,True,optimal,0.2976122000000032
10,target_P90,1.0,3,10,11,P90,90.13210624061311,9.867893759386877,0.0,0.3108794197351999,0.17703912615627543,0.303920734770198,0.1800498261304194,0.007582058478833702,3.4214681939341016e-11,True,True,optimal,0.3001136000002589
10,target_P90,1.0,4,81,82,P70,89.28451439818815,10.715485601811848,0.0,0.28868267504206213,0.18188717425023954,0.28079397344157186,0.18079133205166262,0.007964451209327582,1.9960220707109345e-11,True,True,optimal,0.3714207999996688
10,target_P90,1.0,5,44,45,P90,90.13210624061311,9.867893759386877,0.0,0.31087942022896575,0.17703914755054825,0.30396894490984083,0.19005180574351746,0.014733768777311638,3.4214558473207266e-11,True,True,optimal,0.2917754000000059
10,target_P90,1.0,6,94,95,P90,90.13210624061311,9.867893759386877,0.0,0.3108794196887771,0.17703910583217045,0.30411215513571693,0.17764190483621892,0.006794058887762616,3.421479527150822e-11,True,True,optimal,0.31516099999998914
10,target_P90,1.0,7,78,79,P90,90.13210624061311,9.867893759386877,0.0,0.3128789091888238,0.26157284272157755,0.30966791301711666,0.2876038744371472,0.026228326454269063,1.9586487736894064e-11,True,True,optimal,0.29840469999999186
10,target_P90,1.0,8,87,88,P90,90.13210624061311,9.867893759386877,0.0,0.31287890843137045,0.26157283543941096,0.30652812026033627,0.2534165299240204,0.010337206104830155,1.9586489172455086e-11,True,True,optimal,0.29807220000020607
10,target_P90,1.0,9,74,75,P70,89.28451439818815,10.715485601811848,0.0,0.2900445063627778,0.17817159946739772,0.28370550265683814,0.17405893396984568,0.007556254725634361,2.7437785246418e-11,True,True,optimal,0.3745560000002115
10,target_P90,1.0,10,105,106,P90,90.13210624061311,9.867893759386877,0.0,0.31087942336071234,0.1770392803263076,0.3042478467838078,0.20516145546331327,0.02889350346240082,3.421379161263204e-11,True,True,optimal,0.2993610999997145
10,target_P90,1.05,1,59,60,P90,90.13210624061311,9.867893759386877,0.0,0.31087941979134653,0.17703912763967816,0.30392074152810744,0.18005839051320569,0.0075854565762871464,3.421467317370084e-11,True,True,optimal,0.3178787000001648
10,target_P90,1.05,2,77,78,P90,90.13210624061311,9.867893759386877,0.0,0.4813941550288792,0.2977280750520162,0.48634447116197166,0.3096102358443988,0.012872116178530594,6.87351879278475e-12,True,True,optimal,0.327176999999665
10,target_P90,1.05,3,10,11,P90,90.13210624061311,9.867893759386877,0.0,0.31087941973174055,0.17703912612630346,0.30392072576818147,0.1800502591721139,0.007582238712810699,3.421468213849526e-11,True,True,optimal,0.3028609000002689
10,target_P90,1.05,4,81,82,P70,89.28451439818815,10.715485601811848,0.0,0.2900445069188743,0.17817159872286953,0.2889736495457053,0.17025994437860936,0.007983796714391037,2.7437786542760794e-11,True,True,optimal,0.4124108000000888
10,target_P90,1.05,5,44,45,P90,90.13210624061311,9.867893759386877,0.0,0.3108794201496927,0.17703914420791314,0.3039687689688535,0.19003792201578354,0.014721593807791956,3.4214577783703524e-11,True,True,optimal,0.31859280000026047
10,target_P90,1.05,6,94,95,P90,90.13210624061311,9.867893759386877,0.0,0.312392032573918,0.24098887252208737,0.30629459836158635,0.2504225061520432,0.011232637599332865,1.7618540547779038e-12,True,True,optimal,0.29524209999999584
10,target_P90,1.05,7,78,79,P90,90.13210624061311,9.867893759386877,0.0,0.4813941663388101,0.2977280751235218,0.48680518603043177,0.3095920291175342,0.013039652544265144,6.873524926069137e-12,True,True,optimal,0.3112157999998999
10,target_P90,1.05,8,87,88,P90,90.13210624061311,9.867893759386877,0.0,0.3670610683100734,0.2975141767903122,0.32491931815611186,0.3028350487343364,0.04247633204837279,7.751628671902979e-12,True,True,optimal,0.29165370000009716
10,target_P90,1.05,9,74,75,P70,89.28451439818815,10.715485601811848,0.0,0.2900445065239663,0.17817159905894756,0.285907602808419,0.17197035851264594,0.007454485674062583,2.7437786701870956e-11,True,True,optimal,0.3914512999999715
10,target_P90,1.05,10,105,106,P90,90.13210624061311,9.867893759386877,0.0,0.3108794218185285,0.17703921510315038,0.30404780566829,0.19511393220561438,0.019322690743224777,3.421416834763955e-11,True,True,optimal,0.29883879999988494
