n_dso,profile,ts_load_factor,dso_position,pcc_index_zero_based,pcc_bus_number,condition,coverage_percent,undercoverage_percent,overcoverage_percent,pinn_p_pu_dsbase,pinn_q_pu_dsbase,true_p_pu_dsbase,true_q_pu_dsbase,pinn_true_interface_distance_pu,disaggregation_squared_error,disaggregation_feasible,disaggregation_optimization_success,disaggregation_termination,disaggregation_solve_time_s
10,target_P70,1.0,2,77,78,P70,89.28451439818815,10.715485601811848,0.0,0.2953249351324428,0.29353763103996466,0.2873920063953395,0.2940665700548484,0.007950543052485477,1.9827078926125218e-11,True,True,optimal,0.33180540000012115
10,target_P70,1.0,3,10,11,P70,89.28451439818815,10.715485601811848,0.0,0.28868267532376507,0.18188722242366046,0.28068809209936385,0.18250587499568025,0.008018484391500933,1.996010137451417e-11,True,True,optimal,0.32642189999978655
10,target_P70,1.0,4,81,82,P50,88.85079429437992,11.149205705620068,0.0,0.304274085061926,0.1770217429388154,0.2978946320166028,0.17639834319402717,0.006409839966745276,3.027340954028705e-11,True,True,optimal,0.29788269999971817
10,target_P70,1.0,5,44,45,P90,90.13210624061311,9.867893759386877,0.0,0.3108794202286746,0.1770391475380593,0.3039689454970845,0.19005185301155952,0.014733810259264514,3.421455854543403e-11,True,True,optimal,0.3060559000000467
10,target_P70,1.0,6,94,95,P70,89.28451439818815,10.715485601811848,0.0,0.2886826751926262,0.18188717306815716,0.28086002066203236,0.1803317266958507,0.007975796970970455,1.9960222949810604e-11,True,True,optimal,0.36867149999989124
10,target_P70,1.0,7,78,79,P70,89.28451439818815,10.715485601811848,0.0,0.2895202683851479,0.2586178439251025,0.2872845985726317,0.29332876044938094,0.03478283981313231,2.034727088797255e-11,True,True,optimal,0.2570748999996795
10,target_P70,1.0,8,87,88,P70,89.28451439818815,10.715485601811848,0.0,0.28952026728557817,0.2586178348769006,0.2828578154891069,0.24681692283434317,0.013551744868336343,2.0347273665998902e-11,True,True,optimal,0.3058389000002535
10,target_P70,1.0,9,74,75,P50,88.85079429437992,11.149205705620068,0.0,0.3048371990420989,0.17547613771309342,0.3009724950494391,0.1693062843704718,0.007280317796658299,3.256603888013477e-11,True,True,optimal,0.28306209999982457
10,target_P70,1.0,10,105,106,P90,90.13210624061311,9.867893759386877,0.0,0.3108794233792016,0.177039281108496,0.30424897828778813,0.20521597030277738,0.028946305741171564,3.421378709500071e-11,True,True,optimal,0.29772559999992154
10,target_P70,1.05,1,59,60,P70,89.28451439818815,10.715485601811848,0.0,0.28868267540559056,0.18188722805551572,0.2806881106032972,0.1825150973507861,0.008019182391616463,1.9960087211035646e-11,True,True,optimal,0.38800540000011097
10,target_P70,1.05,2,77,78,P70,89.28451439818815,10.715485601811848,0.0,0.44637233209054,0.30232383240222865,0.4513938066171351,0.31329336086990506,0.012064234796472017,7.892760299467173e-12,True,True,optimal,0.4017874999999549
10,target_P70,1.05,3,10,11,P70,89.28451439818815,10.715485601811848,0.0,0.28868267532286124,0.18188722258398363,0.2806880938984277,0.1825070123116433,0.00801857041238713,1.9960100985559554e-11,True,True,optimal,0.37149829999998474
10,target_P70,1.05,4,81,82,P50,88.85079429437992,11.149205705620068,0.0,0.3048371996196173,0.1754761369614302,0.30651915552419273,0.16531909344528262,0.010295363454189056,3.25660378832733e-11,True,True,optimal,0.2850525999997444
10,target_P70,1.05,5,44,45,P90,90.13210624061311,9.867893759386877,0.0,0.3108794201488429,0.17703914417129554,0.30396877945841233,0.1900379868910789,0.014721646198910617,3.421457799495536e-11,True,True,optimal,0.31892659999994066
10,target_P70,1.05,6,94,95,P70,89.28451439818815,10.715485601811848,0.0,0.2893698065549412,0.24483437547749715,0.28348867489035684,0.2545906275104691,0.011391758573067057,1.863700128902753e-12,True,True,optimal,0.5447884000000158
