n_scenarios,all_optimal_scenarios,cost_order_success_ratio_percent,mean_relative_cost_gap_percent,max_relative_cost_gap_percent,mean_value_retention_percent,min_value_retention_percent,mean_pg_l1_deviation_mw,max_pg_linf_deviation_mw,disaggregation_success_ratio_percent,max_disaggregation_squared_error,multistart_scenarios,multistart_count_per_model,multistart_total_solves,multistart_optimal_solve_ratio_percent,multistart_cost_order_success_ratio_percent,multistart_max_relative_cost_spread_percent
15,15,100.0,0.03597244142364399,0.08178733514231697,95.12439355888786,92.57440348431875,5.60700042474744,3.9605299773225244,100.0,7.198901911299825e-11,3,5,45,100.0,100.0,4.4769836275062145e-09
