scenario,current_margin,feas_mean,feas_median,feas_p95,opt_mean,opt_median,opt_p95,coverage_mean,coverage_median,coverage_p95,coverage_count,membership_failed_cases,true_support_success_rate,feasibility_success_rate,optimality_success_rate,nominal_true_region_area,max_utilization_mean,max_utilization_p95,any_ge99_direction_rate,ge99_line_ratio_mean,ge99_line_ratio_median,ge99_line_ratio_p95,fullnet_total_time
baseline,nan,1.873129572498536e-11,1.0986467569781714e-11,6.542890603018181e-11,0.00014036034902558048,0.00012893993204294066,0.00029477409416657984,0.863981691446422,0.8698783594372028,0.9463824890733522,1000,0,1.0,1.0,1.0,0.027020924015423553,nan,nan,nan,nan,nan,nan,8887.887220621109
