noise_sd_pct,true_case_index,repeat_index,direction_index,feasibility_ratio_pct,optimality_ratio_pct,feasibility_success,optimality_success
0.0,6,1,5,0.00048675317002478796,3.5736687521627473,1,1
0.0,6,1,6,0.0009999848306483927,1.7574418508385643,1,1
0.0,6,1,7,0.001603707093096479,1.2873115570184164,1,1
0.0,6,1,8,0.0005038440860240514,3.1915298294393657,1,1
0.0,6,1,9,0.0007562401825530283,1.843240580904379,1,1
0.0,6,2,0,0.0007562401823047154,2.2863091612682522,1,1
0.0,6,2,1,0.0004789397032933927,3.2924783448404242,1,1
0.0,6,2,2,0.0005038429182310993,3.5606099958422925,1,1
0.0,6,2,3,0.0007562401820732141,2.2863556934466596,1,1
0.0,6,2,4,0.000958816663921235,1.7690348849157167,1,1
0.0,6,2,5,0.0007562406447559664,1.6588504152729038,1,1
0.0,6,2,6,0.00026493502784998967,2.9623572091064467,1,1
0.0,6,2,7,0.0014744381434056567,1.3678681518513458,1,1
0.0,6,2,8,0.00017401451955871593,3.1748521211549314,1,1
0.0,6,2,9,0.0014744381439702207,1.219700155608115,1,1
0.0,7,0,0,0.0005813463595268482,2.939020163821868,1,1
0.0,7,0,1,0.0010792666500288731,1.921320309681769,1,1
0.0,7,0,2,0.0010792668930802412,1.8737660365209878,1,1
0.0,7,0,3,0.0005813463649536282,2.419652446475401,1,1
0.0,7,0,4,0.0011008118654197952,1.5024082753340895,1,1
0.0,7,0,5,0.000619563748100859,2.6998564670996266,1,1
0.0,7,0,6,0.001079266650210885,1.5802731593805186,1,1
0.0,7,0,7,0.0007074460109967447,2.179614382264381,1,1
0.0,7,0,8,0.0010792666510811024,1.6812817467695635,1,1
0.0,7,0,9,0.0010792666502536371,1.534709941311002,1,1
0.0,7,1,0,0.0004997051619237695,2.369664623959263,1,1
0.0,7,1,1,0.0007665972993210977,2.9327815296831425,1,1
0.0,7,1,2,0.0003972190279907539,1.832432016310755,1,1
0.0,7,1,3,0.00039721903575472414,1.5322760781052926,1,1
0.0,7,1,4,0.0003972190279141546,1.53170072147378,1,1
0.0,7,1,5,0.0010792670237133187,2.159421505726248,1,1
0.0,7,1,6,0.0004997051309569296,2.222941982014593,1,1
0.0,7,1,7,0.0010792669002291843,1.5916908811862085,1,1
0.0,7,1,8,0.0003972190274237243,1.9724688030004478,1,1
0.0,7,1,9,0.0010792670189111173,1.5615461410809657,1,1
0.0,7,2,0,0.0005369609143438421,2.939357108198995,1,1
0.0,7,2,1,0.000707446028010628,2.0266904956055596,1,1
0.0,7,2,2,0.000707446045096889,2.0478767601814143,1,1
0.0,7,2,3,0.001206290035336017,1.1015487532401012,1,1
0.0,7,2,4,0.0006462590512369839,2.197620062290512,1,1
0.0,7,2,5,0.00039721902779003116,1.7312081912929218,1,1
0.0,7,2,6,0.0007666236006923113,2.9327020137957605,1,1
0.0,7,2,7,0.0003972190279907539,1.541490215614302,1,1
0.0,7,2,8,0.0006195531105114714,2.7807504438592656,1,1
0.0,7,2,9,0.00039721902607178913,1.792391069157804,1,1
0.0,8,0,0,0.000742224276784172,1.96453265176442,1,1
0.0,8,0,1,0.000237445888798811,2.3820582096114227,1,1
0.0,8,0,2,0.0005904030893779038,2.887911763021184,1,1
0.0,8,0,3,0.0007422199039292743,2.6721355697770592,1,1
0.0,8,0,4,0.0008489210934987805,1.991194400692057,1,1
0.0,8,0,5,0.0007684952638735578,1.8350883119541508,1,1
0.0,8,0,6,0.0005759973153807134,2.8442360345947906,1,1
0.0,8,0,7,0.0007422244641088965,2.665527860058056,1,1
0.0,8,0,8,0.0005760031897586273,2.5207933708020893,1,1
0.0,8,0,9,0.0008489210803584875,2.0157134312384253,1,1
0.0,8,1,0,0.0005904029829125679,2.979845704494056,1,1
0.0,8,1,1,0.0003073450127449075,1.861053041945276,1,1
